"name","description","category","brand","price","quantity","images","compatibility","type","subcategory","numberoforders","rating","numberofratings"
"Manual Gear Shift Knob - Glossy Black","Manual Gear Shift Knob - Glossy Black ","parts","-",500.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Manual-Gear-Shift-Knob-Glossy-Black-SehgalMotors-pk-1253.jpg?v=1707912405""]","[""-""]","-","interior",0,0,0
"Car Seat Gap Fillers Plastic Black - Each","Car Seat Gap Fillers Prevent Dangerous Distractions, keep your eyes on the road, and never search under your seats again! What’s in YOUR crack? Car Seat Gap Fillers;prevents keys, phones, change, jewelry, makeup, bottle caps, pens, gum, and more from falling down The Carmuda Triangle. Use it or lose it. NO MATTER WHAT COLOR YOUR CAR’S INTERIOR, the gap between the center console and front seat naturally creates a dark shadow. Drop Stop’s universal black neoprene casing is a completely streamlined gap blocker, almost invisible once you install it. You won’t even know it’s there. Car Seat Gap Fillers can be squished and stretched to fit in any size car seat crack (from as tiny as 1/4 inch to 3.5 inches wide). . . making it the perfect gap filler! Prevent Dangerous Distractions, keep your eyes on the road, and never search under your seats again! What’s in YOUR crack? Car Seat Gap Fillers;prevents keys, phones, change, jewelry, makeup, bottle caps, pens, gum, and more from falling down The Carmuda Triangle. Use it or lose it. NO MATTER WHAT COLOR YOUR CAR’S INTERIOR, the gap between the center console and front seat naturally creates a dark shadow. Drop Stop’s universal black neoprene casing is a completely streamlined gap blocker, almost invisible once you install it. You won’t even know it’s there. Car Seat Gap Fillers can be squished and stretched to fit in any size car seat crack (from as tiny as 1/4 inch to 3.5 inches wide). . . making it the perfect gap filler!  ","parts","-",250.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Seat-Gap-Fillers-Plastic-Black-Each-SehgalMotors-pk-7556.jpg?v=1707870656""]","[""-""]","-","interior",0,0,0
"Car Leather Neck Rest Headrest Pillow Cushion Super Soft Memory Foam Black - Pair","Introducing the Car Leather Neck Rest Headrest Pillow Cushion - Pair, the perfect accessory to enhance your driving comfort. Crafted with care, these pillows are made from high-quality super soft memory foam and covered in luxurious black leather. Designed to provide optimal support and relaxation, they are a must-have addition to your car seats. Say goodbye to neck strains and discomfort during long drives and say hello to an elevated level of comfort and relaxation. Key Features: Premium Quality Memory Foam: The Car Leather Neck Rest Headrest Pillow Cushion is constructed using premium quality memory foam. This material conforms to the contours of your neck and head, providing personalized support and cushioning. Ergonomic Design: The ergonomic design of these pillows ensures proper alignment of your neck and head while driving. It helps to relieve tension, reduce fatigue, and promote better posture, enhancing your overall comfort. Luxurious Leather Cover: The pillows feature a sleek and stylish black leather cover that adds a touch of elegance to your car interior. The leather cover is not only visually appealing but also easy to clean and maintain, ensuring long-lasting beauty and durability. ","parts","-",1000.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Leather-Neck-Rest-Headrest-Pillow-Cushion-Super-Soft-Memory-Foam-Black-Pair-SehgalMotors-pk-9296.jpg?v=1707868330"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Leather-Neck-Rest-Headrest-Pillow-Cushion-Super-Soft-Memory-Foam-Black-Pair-SehgalMotors-pk-339.jpg?v=1707868333"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Leather-Neck-Rest-Headrest-Pillow-Cushion-Super-Soft-Memory-Foam-Black-Pair-SehgalMotors-pk-355.jpg?v=1707868336""]","[""-""]","-","interior",0,0,0
"Bouncing Car Dashboard Smileys Emoji Emoticon Toy - Hulk","Bouncing Car Dashboard Smileys Emoji Emoticon Toy - Hulk   ","parts","-",100.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Bouncing-Car-Dashboard-Smileys-Emoji-Emoticon-Toy-Hulk-SehgalMotors-pk-737.jpg?v=1707868233"", ""https://sehgalmotors.pk/cdn/shop/files/Bouncing-Car-Dashboard-Smileys-Emoji-Emoticon-Toy-Hulk-SehgalMotors-pk-9711.jpg?v=1707868235""]","[""-""]","-","interior",0,0,0
"Universal Arm Rest PU Cushion - Grey - Car Armrest Cushion Pad | Car Seat Cover Auto Center Arm Rest Console Box Protective Mat","Universal Arm Rest PU Cusion - Grey While driving car on a long route, you may need to make your arm rest for the purpose of having a relaxation journey. You must have something at your car to keep your arm there for resting position. Now for modern vehicles we SehgalMotors.PK have the best solution in form of having best quality armrests for your car. This can also be fitted at chairs but mostly they are used in cars. It is inserted between the front seats and also among the back seats as well. It can also be used as a storage box also as it has space to save something in it as secret place. Universal Arm Rest PU Cusion - Grey has unique features and it is very convenient to put in your car along with you as they are available in different sizes and different styles according to your car designs. It also has cup holders along with storing some food items or other things as well. These are so modern now a day that they are having some other features too like providing non-essential features of controlling climate or windows motions as well. There are also other mentioned features like inserting with each individual set another arm set as well. Instead it also has the feature to be inserted at doors aside while makes door pulling with handle easy and convenient. It can also be folded in a way that if you have to keep something at its place you can fold it and put that thing easily. Also known as: Arm Rest for Cars Best Arm Rest for cars High quality Arm Rest for cars Car Armrest In Pakistan Car Hand Rest Car Door Armrest  ","parts","-",700.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Grey-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-5144.jpg?v=1707966176"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Grey-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-399.jpg?v=1707966179"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Grey-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-9437.jpg?v=1707966182""]","[""-""]","-","interior",0,0,0
"Universal Non Slip Full Car Dashbooard Mat - Beige","Are you tired of your belongings sliding around on your cars dashboard while youre driving? Look no further! Introducing the Universal Non-Slip Full Car Dashboard Mat in a stylish Beige color. This innovative accessory is designed to keep your items secure and your dashboard looking neat and organized. The Universal Non-Slip Full Car Dashboard Mat is made from high-quality materials that provide exceptional grip. It features a unique non-slip surface that holds your belongings firmly in place, preventing them from sliding or falling off even during sharp turns or sudden stops. Say goodbye to the annoying distractions caused by your phone, keys, sunglasses, or any other essentials slipping away while youre on the road. Not only does this dashboard mat offer superior functionality, but it also adds a touch of elegance to your cars interior. The Beige color complements a wide range of car interiors, blending seamlessly with various color schemes. Whether you have a sleek modern vehicle or a classic car, this mat is the perfect accessory to enhance the aesthetic appeal of your dashboard. ","parts","-",300.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Non-Slip-Full-Car-Dashbooard-Mat-Beige-SehgalMotors-pk-3891.jpg?v=1707967903"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Non-Slip-Full-Car-Dashbooard-Mat-Beige-SehgalMotors-pk-4058.jpg?v=1707967907"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Non-Slip-Full-Car-Dashbooard-Mat-Beige-SehgalMotors-pk-6715.jpg?v=1707967911""]","[""-""]","-","interior",0,0,0
"Universal Carbon Fiber Anti Slip Steering Wheel Easy Grips Trims New Style","Universal Carbon Fiber Anti Slip Steering Wheel Easy Grips Trims New Style ","parts","-",2000.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Carbon-Fiber-Anti-Slip-Steering-Wheel-Easy-Grips-Trims-New-Style-SehgalMotors-pk-7097.jpg?v=1707966643"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Carbon-Fiber-Anti-Slip-Steering-Wheel-Easy-Grips-Trims-New-Style-SehgalMotors-pk-5134.jpg?v=1707966646"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Carbon-Fiber-Anti-Slip-Steering-Wheel-Easy-Grips-Trims-New-Style-SehgalMotors-pk-287.jpg?v=1707966649""]","[""-""]","-","interior",0,0,0
"Car Back Seat Air Inflatable Mattress Portable Bed Beige","Car Back Seat Air Mattress Beige | Inflatable Backseat Bed ;;;;;;;;;;;;Air Mattress;serves the purposes of a usual mattress or bed, except that its mainly used in the car but can also be used for other general usages. Its a great product for people who go for long drives or road trips and can also be useful for any car driver who gets tired and decides to rest in the car! Order now at;SehgalMotors.PK. A;Car Mattress, otherwise called an airbed or a;blow-up;bed, is an inflatable sleeping cushion made of polyvinyl chloride (PVC) or material of plastic or elastic. The flattened;sleeping bed;can be compacted and conveyed or put away in a little structure. They are swelled either by blowing into a valve, with a manual or electric pump. Some are naturally expanded when a valve is opened, up to a specific weight with extra expansion physically or by the pump.;Car Bed cushions;are utilized for outdoors, transitory or full-time home use, and possibly streamlined to consolidate a few uses (e.g., outdoors and visitor use) while others are the single reason. Inflatable cushions may have tweaked shapes, for instance, wheel patterns for use in the freight zone of a pickup truck or SUV.;Dozing cushions;are lightweight, diminished size and decreased thickness;Changeless air beds;will look practically like customary beds. The immovability can be balanced up or down, with the basic push of a catch, on the remote. You can buy it from our outlet and from our store which is;SehgalMotors.PK. ;    ","parts","-",4700.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Back-Seat-Air-Inflatable-Mattress-Portable-Bed-Beige-SehgalMotors-pk-7828.jpg?v=1707866608"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Back-Seat-Air-Inflatable-Mattress-Portable-Bed-Beige-SehgalMotors-pk-8818.jpg?v=1707866611"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Back-Seat-Air-Inflatable-Mattress-Portable-Bed-Beige-SehgalMotors-pk-4118.jpg?v=1707866613""]","[""-""]","-","interior",0,0,0
"Universal Armrest Cushion Black with Phone Holder - Mix Design","Universal Arm Rest Cushion; For your comfort introducing this Universal Arm Rest Cushion - Model 2016-2017, versatile to fit any car. The Arm rest cushion also known as toro arm rest cushion comes in a luxurious black leather design, with memory foam technology making it comfortable as per your discretion. Another advantage of this arm rest is the fact it has organizers both at the front and the back, so you can organized your everyday items in them.;This product is perfect for those suffering from arm related medical issues and for those who drive for long hours. This product is also known as (Car Cushion, Toro Armrest, Central Armrest) ","parts","-",1200.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Armrest-Cushion-Black-with-Phone-Holder-Mix-Design-SehgalMotors-pk-5450.jpg?v=1707966193"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Armrest-Cushion-Black-with-Phone-Holder-Mix-Design-SehgalMotors-pk-9722.jpg?v=1707966197"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Armrest-Cushion-Black-with-Phone-Holder-Mix-Design-SehgalMotors-pk-1069.jpg?v=1707966199"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Armrest-Cushion-Black-with-Phone-Holder-Mix-Design-SehgalMotors-pk-795.jpg?v=1707966202"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Armrest-Cushion-Black-with-Phone-Holder-Mix-Design-SehgalMotors-pk-6340.jpg?v=1707966205""]","[""-""]","-","interior",0,0,0
"Universal Massage Back Rest Cushion With 12V Vibrator Seat - Grey","Universal ;Massage Seat – Grey Indulge in a world of relaxation and bliss with the Universal Massage Back Rest Cushion. Crafted to provide exceptional comfort and support, this grey-colored cushion is designed to elevate your sitting experience to a whole new level. With its integrated 12V vibrator seat, it offers a rejuvenating massage that will leave you feeling refreshed and revitalized. Whether youre at home, in the office, or on the road, this versatile cushion is your go-to solution for ultimate relaxation. Unmatched Comfort: The Universal Massage Back Rest Cushion is expertly engineered to provide unmatched comfort and support. Its ergonomic design contours to the natural curvature of your back, promoting proper posture and reducing strain. Sink into its plush cushioning and experience a new level of comfort during extended periods of sitting. Rejuvenating Vibrating Massage: Say goodbye to muscle tension and stress with the built-in 12V vibrator seat. Select from multiple massage modes and intensity levels to personalize your massage experience. The gentle vibrations target key pressure points in your back, helping to alleviate stiffness and promote blood circulation. Enjoy a spa-like massage without leaving the comfort of your home or office.  ","parts","-",1500.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Massage-Back-Rest-Cushion-With-12V-Vibrator-Seat-Grey-SehgalMotors-pk-7813.jpg?v=1707967703"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Massage-Back-Rest-Cushion-With-12V-Vibrator-Seat-Grey-SehgalMotors-pk-6381.jpg?v=1707967706"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Massage-Back-Rest-Cushion-With-12V-Vibrator-Seat-Grey-SehgalMotors-pk-7492.jpg?v=1707967709"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Massage-Back-Rest-Cushion-With-12V-Vibrator-Seat-Grey-SehgalMotors-pk-3386.jpg?v=1707967712""]","[""-""]","-","interior",0,0,0
"Honda Logo Imported Neck Rest Headrest Pillow Cushion- Pair","Introducing the Honda Logo Imported Neck Rest Headrest Pillow Cushion - the perfect accessory to enhance your driving experience. Crafted with precision and designed to provide optimal support, this pair of neck rest headrest pillows offers a comfortable and stylish solution for long journeys or daily commutes. Whether youre a Honda enthusiast or simply appreciate quality accessories, these cushions are a must-have addition to your cars interior. Unparalleled Comfort: Designed with ergonomics in mind, the Honda Logo Imported Neck Rest Headrest Pillow Cushion offers exceptional comfort for your neck and head. The soft and plush material cradles your neck, reducing strain and promoting a more relaxed posture during extended periods of driving. Say goodbye to discomfort and hello to a soothing driving experience. Supportive Design: The neck rest headrest pillows are meticulously engineered to provide excellent support for your cervical spine. The contoured shape follows the natural curvature of your neck, ensuring proper alignment and reducing the risk of stiffness or pain. Experience superior support that keeps you refreshed and focused on the road ahead. Premium Quality: Crafted from high-quality materials, these headrest pillows are designed to withstand the test of time. The durable fabric cover is not only easy to clean but also resistant to wear and tear, ensuring a long-lasting and reliable product. Rest assured, the Honda Logo Imported Neck Rest Headrest Pillow Cushion is built to provide enduring comfort. ","parts","-",1000.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Honda-Logo-Imported-Neck-Rest-Headrest-Pillow-Cushion-Pair-SehgalMotors-pk-6627.jpg?v=1707898601"", ""https://sehgalmotors.pk/cdn/shop/files/Honda-Logo-Imported-Neck-Rest-Headrest-Pillow-Cushion-Pair-SehgalMotors-pk-4641.jpg?v=1707898605""]","[""-""]","-","interior",0,0,0
"Car Back Seat Air Inflatable Mattress Portable Bed Blue","Car Back Seat Air Mattress Blue | Inflatable Backseat Bed ;;;;;;;;;;;;Air Mattress;serves the purposes of a usual mattress or bed, except that its mainly used in the car but can also be used for other general usages. Its a great product for people who go for long drives or road trips and can also be useful for any car driver who gets tired and decides to rest in the car! Order now at;SehgalMotors.PK. A;Car Mattress, otherwise called an airbed or a;blow-up;bed, is an inflatable sleeping cushion made of polyvinyl chloride (PVC) or material of plastic or elastic. The flattened;sleeping bed;can be compacted and conveyed or put away in a little structure. They are swelled either by blowing into a valve, with a manual or electric pump. Some are naturally expanded when a valve is opened, up to a specific weight with extra expansion physically or by the pump.;Car Bed cushions;are utilized for outdoors, transitory or full-time home use, and possibly streamlined to consolidate a few uses (e.g., outdoors and visitor use) while others are the single reason. Inflatable cushions may have tweaked shapes, for instance, wheel patterns for use in the freight zone of a pickup truck or SUV.;Dozing cushions;are lightweight, diminished size and decreased thickness;Changeless air beds;will look practically like customary beds. The immovability can be balanced up or down, with the basic push of a catch, on the remote. You can buy it from our outlet and from our store which is;SehgalMotors.PK.    ","parts","-",4700.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Back-Seat-Air-Inflatable-Mattress-Portable-Bed-Blue-SehgalMotors-pk-2746.jpg?v=1707866651"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Back-Seat-Air-Inflatable-Mattress-Portable-Bed-Blue-SehgalMotors-pk-5969.jpg?v=1707866655""]","[""-""]","-","interior",0,0,0
"BMW Type Folding Realing Side Sunshade - Pair - Auto Window Curtains | Retractable Shades | Sun Shade | Parda","BMW Type Folding Realing Side Sunshade / Sun Shades - Pair | Auto Window Curtains On a hot, sunny day your Toyota Corolla absorbs so much heat.;It’s not only unpleasant but also causes various kinds of discomforts, from sizzling hot car doors and handles to breathing vexation.;The solution? Well, you might ask, is this very product. “Toyota Corolla Side Sun Shades”. It’s of a type of material with a certain level of transparency so as not to cause any aggravated visual discomfort. After attaching your product to your cars side screen, you can expect to return to a vehicle that hasnt been overheated.; This product is also known as (Shoji PVC Screen, Vent PVC Screen, Car Shade, Corolla Shades, Toyota Shades) Believe it or not, car sun shades have quite a few different benefits. If you’ve ever left your vehicle directly in the sun, windows without any kind of tint, you’ll know what it’s like to drive your vehicle, it will be quite a challenge. What if you could do something about it, something that is very cheap and can actually, in the long run,;save your interior from dry rotting;and save YOU from getting baked in the heat.;My friend, they are called windshield sunshades and, car side window;sunshades. They may vary in size and shape, but they all serve one main purpose;;to block (or drastically reduce), direct sunlight from entering your vehicle. To make your life MUCH easier, we put together a list of the best car window Curtains;and driver side window sun visor. By no means are they perfect, but from hundreds and thousands of satisfied users, you can’t go wrong. You can get all these sun shades from our outlets and from our online stores so rush on to SehgalMotors.Pk.;   ","parts","-",1500.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/636441223460639936-BMW-Side-Shades.jpgnewop.jpg?v=1715769741"", ""https://sehgalmotors.pk/cdn/shop/files/636441223472278207-BMW-Type-Folding-Side-Shades.jpgnewop.jpg?v=1715769741"", ""https://sehgalmotors.pk/cdn/shop/files/636880778715991561.jpgnewop.jpg?v=1715769741""]","[""-""]","-","interior",0,0,0
"Car Universal Arm Rest 6 USB Beige Chrome - Center Console Storage Box | Center Console | Elbow Rest Arm Holder","Universal Arm Rest 6 USB Beige Chrome Color The best armrest collection mainstay “Sehgal Motors” adding a new version to it’s already vast collection of armrests. The speciality of this particular product is it’s USB connectivity and attractive design to suit your car. The particular product is available in biege colour and leather design. The pack includes all the necessary installation tools and so extra items are not required. In addition to that this product has many specialities and specifications such as, it having a a console and a USB port for related purposes. It comes in a biege coloured design with a suitable biege colour leather top.;It has a spacious interior compartment for everyday things and objects. The highlited features of this product include,;plastic material and leather design and its universality in terms of fitting. This is also known as (Auto Armrest, Automotive Armrest, Armrest Myvi, Chrome, Biege) ","parts","-",3000.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Universal-Arm-Rest-6-USB-Beige-Chrome-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-5266.jpg?v=1707871595"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Universal-Arm-Rest-6-USB-Beige-Chrome-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-9674.jpg?v=1707871598"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Universal-Arm-Rest-6-USB-Beige-Chrome-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-8843.jpg?v=1707871601"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Universal-Arm-Rest-6-USB-Beige-Chrome-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-101.jpg?v=1707871605"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Universal-Arm-Rest-6-USB-Beige-Chrome-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-1895.jpg?v=1707871608""]","[""-""]","-","interior",0,0,0
"PVC Silicone Gear Cover Article-1 - Black Color - Car Shifter Boot Cover | Cloth Gear Sleeve | Car Gear Shift Collar | Gear Shift Boot Cover |","Gear covers play a crucial role in safeguarding our valuable equipment, ensuring smooth operation and durability. When it comes to protecting gears from dust, moisture, and other external factors, the Multi-Purpose PVC Silicone Gear Cover stands out as a reliable and versatile choice. This innovative product combines the strength of PVC with the flexibility of silicone, offering an exceptional level of protection for a wide range of gears. In this article, we will explore the various benefits and features of the Multi-Purpose PVC Silicone Gear Cover and how it can enhance the performance of your equipment. Superior Gear Protection: The Multi-Purpose PVC Silicone Gear Cover is specifically designed to provide top-notch protection to your gears. Its dual-layer construction comprises a durable PVC outer layer and a soft silicone inner layer. This combination offers excellent resistance against dust, dirt, water, and other contaminants that can compromise gear performance. By shielding your gears from harmful elements, the cover helps extend their lifespan and ensures optimal functionality. Versatile Compatibility: One of the key advantages of the Multi-Purpose PVC Silicone Gear Cover is its wide compatibility with different types of gears. Whether you have gears in automotive applications, industrial machinery, or even outdoor recreational equipment, this cover can accommodate them all. Its flexible design allows for easy fitting on gears of various shapes and sizes, providing a universal solution for gear protection. Enhanced Performance: By utilizing the Multi-Purpose PVC Silicone Gear Cover, you can significantly improve the performance of your gears. The cover reduces friction and wear by providing a smooth surface for gear operation. This results in reduced energy consumption, less heat generation, and overall improved gear efficiency. With enhanced performance, you can expect your equipment to operate more effectively and with reduced maintenance requirements. ","parts","-",150.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/17167907161700721070016973.jpg?v=1716790725"", ""https://sehgalmotors.pk/cdn/shop/files/1716790717016973.jpg?v=1716790725""]","[""-""]","-","interior",0,0,0
"KIA New Logo Neck Rest Headrest Pillow Cushion Black - Pair","Upgrade your driving experience with the KIA New Logo Neck Rest Headrest Pillow Cushion Black - Pair. Whether youre embarking on a long road trip or simply commuting to work, this high-quality accessory is designed to enhance your comfort while showcasing your love for the KIA brand. Featuring the iconic KIA logo and a sleek black color, these headrest pillows are not only functional but also add a touch of elegance to your vehicles interior. Say goodbye to uncomfortable journeys and hello to a more enjoyable driving experience with this must-have car accessory. Unparalleled Comfort: Crafted with your comfort in mind, the KIA New Logo Neck Rest Headrest Pillow Cushion Black - Pair provides exceptional support to your neck and head during long drives. The ergonomic design ensures proper alignment, reducing strain and fatigue. Whether youre stuck in traffic or cruising on the open road, these pillows offer a luxurious and comfortable seating experience. Stylish and Sophisticated Design: Enhance the interior aesthetics of your car with these stylish headrest pillows. The black color complements any car interior, while the KIA logo adds a touch of sophistication and brand recognition. This attention to detail ensures that your cars interior reflects your impeccable taste and love for the KIA brand. ","parts","-",500.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/KIA-New-Logo-Neck-Rest-Headrest-Pillow-Cushion-Black-Pair-SehgalMotors-pk-7897.jpg?v=1707907478"", ""https://sehgalmotors.pk/cdn/shop/files/KIA-New-Logo-Neck-Rest-Headrest-Pillow-Cushion-Black-Pair-SehgalMotors-pk-4672.jpg?v=1707907481"", ""https://sehgalmotors.pk/cdn/shop/files/KIA-New-Logo-Neck-Rest-Headrest-Pillow-Cushion-Black-Pair-SehgalMotors-pk-8389.jpg?v=1707907484""]","[""-""]","-","interior",0,0,0
"Car Hand Brake Cover Universal PVC Silicone Rubber Material Protector - Black","PVC Silicone Hand Brake Cover ","parts","-",150.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Car-Hand-Brake-Cover-Universal-PVC-Silicone-Rubber-Material-Protector-Black-SehgalMotors-pk-7381.jpg?v=1707868008"", ""https://sehgalmotors.pk/cdn/shop/files/Car-Hand-Brake-Cover-Universal-PVC-Silicone-Rubber-Material-Protector-Black-SehgalMotors-pk-4476.jpg?v=1707868011""]","[""-""]","-","interior",0,0,0
"Car Sun Shade Protector Umbrella Style - Auto Front Screen Sunshade Covers Car Sun Protector | Interior Windshield Protection","Car Sun Shade Protector Umbrella Style ","parts","-",2100.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/637750134968252565.jpgnewop.jpg?v=1713335758"", ""https://sehgalmotors.pk/cdn/shop/files/637750134970440049.jpgnewop.jpg?v=1713335758"", ""https://sehgalmotors.pk/cdn/shop/files/637750134975752406.jpgnewop.jpg?v=1713335758"", ""https://sehgalmotors.pk/cdn/shop/files/637750134972940050.jpgnewop.jpg?v=1713335758""]","[""-""]","-","interior",0,0,0
"Universal Arm Rest Black - Center Console Storage Box | Center Console | Elbow Rest Arm Holder","The best armrest collection mainstay “Sehgal Motors” adding a new version to it’s already vast collection of armrests. The speciality of this particular product is it’s compact framework suitable for cars that have size prerequisites. The particular product is available in black colour and leather design. The pack includes all the necessary installation tools and so extra items are not required. In addition to that this product has many specialities and specifications such as, it having an arm extension which works via sliding motion. It has a spacious interior compartment for everyday things and objects. Moreover it is also adjustable in terms of height as per your comfort. The highlited features of this product includs, OEM fitting, plastic material and leather design and its universality in terms of fitting. This is also known as (Auto Armrest, Automotive Armrest, Armrest Myvi) ","parts","-",2300.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-Black-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-8920.jpg?v=1707966079"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-Black-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-6791.jpg?v=1707966082"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-Black-Center-Console-Storage-Box-Center-Console-Elbow-Rest-Arm-Holder-SehgalMotors-pk-1185.jpg?v=1707966085""]","[""-""]","-","interior",0,0,0
"Universal Arm Rest PU Cushion - Beige - Car Armrest Cushion Pad | Car Seat Cover Auto Center Arm Rest Console Box Protective Mat","Universal Arm Rest PU Cusion - Beige While driving car on a long route, you may need to make your arm rest for the purpose of having a relaxation journey. You must have something at your car to keep your arm there for resting position. Now for modern vehicles we SehgalMotors.PK have the best solution in form of having best quality armrests for your car. This can also be fitted at chairs but mostly they are used in cars. It is inserted between the front seats and also among the back seats as well. It can also be used as a storage box also as it has space to save something in it as secret place. Universal Arm Rest PU Cusion - Beige has unique features and it is very convenient to put in your car along with you as they are available in different sizes and different styles according to your car designs. It also has cup holders along with storing some food items or other things as well. These are so modern now a day that they are having some other features too like providing non-essential features of controlling climate or windows motions as well. There are also other mentioned features like inserting with each individual set another arm set as well. Instead it also has the feature to be inserted at doors aside while makes door pulling with handle easy and convenient. It can also be folded in a way that if you have to keep something at its place you can fold it and put that thing easily. Also known as: Arm Rest for Cars Best Arm Rest for cars High quality Arm Rest for cars Car Armrest In Pakistan Car Hand Rest Car Door Armrest  ","parts","-",700.0,500,"[""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Beige-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-4620.jpg?v=1707966121"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Beige-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-9878.jpg?v=1707966124"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Beige-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-3138.jpg?v=1707966128"", ""https://sehgalmotors.pk/cdn/shop/files/Universal-Arm-Rest-PU-Cushion-Beige-Car-Armrest-Cushion-Pad-Car-Seat-Cover-Auto-Center-Arm-Rest-Console-Box-Protective-Mat-SehgalMotors-pk-8356.jpg?v=1707966131""]","[""-""]","-","interior",0,0,0
